id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,group_radius,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2648829201,0.0,0.0,4.4,1.3559999999999999,0.0,0.0,3.0,1.8969999999999998,0.0,0.0,3.53,1.821,0.0,0.0,3.4,1.855,0.0,0.0,3.0,1.8969999999999998,2.87,1.893,0.0,0.0,2.8,1.8330000000000002,0.0,0.0,0.0,0.0,2.87,1.893,0,0,0,96.97842,343.5538,353.515,314.0464,4.537458,5.273271,50.0,50.0,2.959759,50.0,50.0,0,6,0,0,5,0,0,1,1,0,0,0,2.480624,179,0,1
2648829202,0.0,0.0,3.4,1.705,0.0,0.0,3.0,1.8259999999999998,0.0,0.0,3.33,1.776,0.0,0.0,3.27,1.806,0.0,0.0,2.93,1.8430000000000002,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,0.0,0.0,3.13,1.784,0,0,1,37.21053,321.1544,242.8785,324.2321,3.4439019999999996,4.9132370000000005,50.0,50.0,2.967566,50.0,50.0,0,4,0,0,3,0,0,1,0,1,0,0,2.737975,180,0,1
2648829203,3.33,1.776,0.0,0.0,3.2,1.681,0.0,0.0,3.27,1.7309999999999999,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,0.0,0.0,3.0,1.673,0.0,0.0,2.87,1.784,3.07,1.7309999999999999,0.0,0.0,0,0,0,68.14664,35.40567,55.98203,101.0139,3.699103,3.8885660000000004,50.0,50.0,3.3020370000000003,50.0,50.0,1,5,0,0,4,0,0,1,0,0,0,0,0.0,181,1,0
2648829204,2.27,1.692,0.0,0.0,2.2,1.6,0.0,0.0,2.27,1.692,0.0,0.0,2.2,1.6,0.0,0.0,2.27,1.692,0.0,0.0,0.0,0.0,2.6,1.744,0.0,0.0,2.47,1.7069999999999999,3.07,1.7309999999999999,0.0,0.0,0,0,0,225.2704,182.2003,1000.0,243.1238,3.749657,50.0,2.198953,50.0,3.134291,50.0,50.0,0,4,1,0,2,0,0,0,0,0,0,0,0.0,182,1,0
2648829205,3.07,1.7690000000000001,0.0,0.0,3.07,1.7690000000000001,0.0,0.0,3.07,1.7690000000000001,0.0,0.0,3.07,1.7690000000000001,0.0,0.0,3.0,1.713,0.0,0.0,0.0,0.0,3.07,1.7690000000000001,0.0,0.0,3.07,1.7690000000000001,3.0,1.713,0.0,0.0,0,0,1,26.63055,1000.0,1000.0,169.3601,50.0,50.0,50.0,50.0,2.929708,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,183,1,0
2648829206,3.27,1.7690000000000001,0.0,0.0,2.67,1.7,0.0,0.0,2.73,1.7690000000000001,0.0,0.0,2.67,1.7,0.0,0.0,2.67,1.7380000000000002,0.0,0.0,0.0,0.0,2.93,1.7309999999999999,0.0,0.0,2.73,1.652,3.13,1.7069999999999999,0.0,0.0,0,0,0,1000.0,117.7091,1000.0,96.82297,3.9984269999999995,50.0,50.0,50.0,2.432729,50.0,50.0,0,3,0,0,2,0,2,0,0,0,0,0,0.0,184,1,0
2648829207,2.33,1.578,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,2.33,1.578,0.0,0.0,2.33,1.578,0.0,0.0,0.0,0.0,2.27,1.569,0.0,0.0,2.67,1.7380000000000002,2.27,1.569,0.0,0.0,1,1,1,0.0,90.0,306.0,234.0,0.7455940999999999,0.7455941999999999,50.0,50.0,0.7455940999999999,0.0,0.7455941999999999,0,9,0,0,8,5,2,0,0,0,1,1,0.0,185,1,0
2648829208,0.0,0.0,2.4,1.625,0.0,0.0,1.8,1.166,0.0,0.0,2.13,1.454,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,1.73,1.123,1.67,1.075,0.0,0.0,1.6,1.02,0.0,0.0,0.0,0.0,1.6,1.02,1,1,1,0.0,72.00001999999999,144.0,360.0,0.7738763000000001,0.7738763000000001,3.2231349999999996,50.0,0.7738763000000001,0.0,0.7738764,0,9,1,0,2,5,2,0,0,1,1,1,2.5497900000000002,186,0,1
2648829209,2.4,1.541,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,0.0,0.0,2.33,1.445,0.0,0.0,2.47,1.5430000000000001,2.33,1.445,0.0,0.0,1,1,0,281.3279,252.8304,253.0505,210.3279,1.05208,2.017921,50.0,2.017921,0.6862590999999999,50.0,50.0,0,8,0,2,7,0,0,0,0,0,0,1,0.0,187,1,0
2648829211,2.67,1.7,0.0,0.0,2.73,1.692,0.0,0.0,2.73,1.692,0.0,0.0,2.73,1.692,0.0,0.0,2.73,1.692,0.0,0.0,0.0,0.0,2.67,1.7,0.0,0.0,2.73,1.692,2.87,1.6680000000000001,0.0,0.0,0,0,0,62.19687,1000.0,1000.0,244.0247,50.0,50.0,50.0,50.0,2.7311,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,1,0.0,189,1,0
2648829212,2.33,1.535,0.0,0.0,2.27,1.436,0.0,0.0,2.33,1.535,0.0,0.0,2.13,1.36,0.0,0.0,2.33,1.535,0.0,0.0,0.0,0.0,2.07,1.389,0.0,0.0,2.33,1.535,2.33,1.535,0.0,0.0,0,0,0,52.18488,12.90028,148.7885,201.988,1.275493,1.5545010000000001,50.0,50.0,0.4913013,50.0,50.0,0,4,0,0,3,0,0,1,0,0,0,1,0.0,190,1,0
2648829213,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,2.47,1.6680000000000001,0.0,0.0,2.33,1.578,0.0,0.0,2.47,1.6680000000000001,2.33,1.578,0.0,0.0,2.27,1.569,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0,0,0,161.477,289.735,234.2092,344.2921,2.021775,3.2869089999999996,0.525363,50.0,0.8046346999999999,50.0,50.0,0,6,1,0,4,0,0,0,0,1,0,1,2.063536,191,0,1
2648829214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,135.2681,104.7861,273.7708,238.3482,1.3412600000000001,1.559825,50.0,50.0,0.8514081,50.0,50.0,0,6,0,0,5,0,1,0,0,0,0,1,0.0,192,1,0
2648829215,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,0.0,0.0,3.13,1.784,0.0,0.0,2.87,1.784,3.13,1.784,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,193,1,0
2648829216,0.0,0.0,3.67,1.7380000000000002,0.0,0.0,2.67,1.814,0.0,0.0,2.8,1.869,0.0,0.0,2.73,1.806,0.0,0.0,2.73,1.879,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,1,2.073651,194,0,1
2648829217,2.4,1.665,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.578,0.0,0.0,2.07,1.389,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.4969999999999999,2.6,1.665,0.0,0.0,1,0,1,0.0,95.0,215.0,335.0,0.9325957,0.9325958000000001,50.0,50.0,0.9325956,0.0,0.9325957,0,6,0,0,5,3,0,0,0,1,1,1,0.0,195,1,0
2648829218,0.0,0.0,2.2,1.47,0.0,0.0,1.8,1.166,0.0,0.0,1.87,1.258,0.0,0.0,1.8,1.222,0.0,0.0,1.8,1.166,1.87,1.36,0.0,0.0,1.6,1.02,0.0,0.0,0.0,0.0,1.8,1.166,1,0,1,0.0,52.0,172.0,292.0,0.7367137,0.7367139,50.0,50.0,0.7367137,0.0,0.7367138000000001,0,6,0,0,4,3,2,0,0,0,1,1,2.5424700000000002,196,0,1
2648829219,1.93,1.2890000000000001,0.0,0.0,2.0,1.2109999999999999,0.0,0.0,2.0,1.317,0.0,0.0,1.87,1.147,0.0,0.0,2.07,1.34,0.0,0.0,0.0,0.0,1.87,1.147,0.0,0.0,2.07,1.2890000000000001,2.13,1.36,0.0,0.0,1,1,1,0.0,4.0,94.0,274.0,0.6324034000000001,0.6324034000000001,50.0,50.0,0.6324034000000001,0.0,0.6324034000000001,0,8,0,0,7,4,2,1,0,0,1,1,0.0,197,1,0
2648829220,2.0,1.4140000000000001,0.0,0.0,2.0,1.3659999999999999,0.0,0.0,2.13,1.5430000000000001,0.0,0.0,1.93,1.34,0.0,0.0,2.0,1.3659999999999999,0.0,0.0,0.0,0.0,2.07,1.526,0.0,0.0,2.07,1.526,2.07,1.526,0.0,0.0,1,0,1,323.3377,76.99683,67.93211,10.337660000000001,1.559092,2.4390490000000002,50.0,50.0,1.534389,50.0,50.0,0,5,0,0,4,0,0,0,0,1,0,1,0.0,198,1,0
2648829221,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.13,1.31,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,2.0,1.2109999999999999,0.0,0.0,2.2,1.4240000000000002,2.2,1.6,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,0.0,0.0,2.27,1.569,1,0,0,291.2374,160.814,199.9791,336.2896,1.0825930000000001,1.114592,50.0,50.0,0.6990575,1.403292,0.5211625,0,9,0,0,8,4,2,0,0,1,0,0,2.804343,199,0,1
2648829223,0.0,0.0,3.67,1.7380000000000002,0.0,0.0,2.67,1.814,0.0,0.0,2.73,1.879,0.0,0.0,2.67,1.814,0.0,0.0,2.73,1.879,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,1.677813,201,0,1
2648829224,2.73,1.806,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.6,1.744,0.0,0.0,2.6,1.744,0.0,0.0,2.6,1.744,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,2.6,1.744,0.0,0.0,0,0,0,205.9371,304.43,1000.0,133.2442,4.77917,50.0,1.295552,50.0,0.4814477,50.0,50.0,0,4,1,0,2,0,0,0,0,0,0,0,0.0,202,1,0
2648829225,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.73,1.7690000000000001,0.0,0.0,2.67,1.814,2.73,1.7690000000000001,0.0,0.0,0,0,0,185.6925,1000.0,1000.0,150.7553,50.0,50.0,50.0,50.0,2.793144,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,203,1,0
2648829226,0.0,0.0,3.07,1.611,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.6,1.5830000000000002,0.0,0.0,2.47,1.5,0.0,0.0,2.33,1.4909999999999999,2.27,1.436,0.0,0.0,2.2,1.376,0.0,0.0,0.0,0.0,2.4,1.4969999999999999,1,1,1,0.0,12.0,102.0,282.0,0.5775557,0.5775557,50.0,2.402568,0.5775556,0.0,0.5775556,0,9,0,2,8,4,0,1,0,0,1,1,2.543657,204,0,1
2648829227,0.0,0.0,3.2,1.72,0.0,0.0,3.0,1.5490000000000002,0.0,0.0,3.07,1.611,0.0,0.0,3.0,1.5490000000000002,0.0,0.0,3.07,1.611,3.13,1.6680000000000001,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,0.0,0.0,3.4,1.625,0,0,1,25.17989,224.12099999999998,75.08688000000001,108.1799,1.666475,2.196234,50.0,1.6159700000000001,1.6159700000000001,50.0,50.0,0,8,0,1,7,0,0,0,0,0,0,1,1.11476,205,0,1
2648829228,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.13,1.204,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.07,1.181,0.0,0.0,2.2,1.327,2.27,1.389,0.0,0.0,2.27,1.389,0.0,0.0,0.0,0.0,2.53,1.5,0,0,1,24.22821,331.1597,1000.0,112.0483,2.112453,50.0,1.78397,50.0,0.7387353,50.0,50.0,0,4,1,0,2,0,0,1,0,0,0,1,1.307129,206,0,1
2648829229,2.87,1.784,0.0,0.0,2.67,1.66,0.0,0.0,2.67,1.7380000000000002,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.93,1.692,0.0,0.0,0.0,0.0,2.73,1.652,0.0,0.0,2.73,1.652,2.8,1.72,0.0,0.0,0,0,1,322.8898,1000.0,1000.0,17.661620000000003,50.0,50.0,50.0,50.0,3.632128,50.0,50.0,0,2,0,0,1,0,0,0,0,1,0,1,0.0,207,1,0
2648829230,2.8,1.72,0.0,0.0,2.73,1.652,0.0,0.0,2.73,1.692,0.0,0.0,2.67,1.619,0.0,0.0,2.53,1.5859999999999999,0.0,0.0,0.0,0.0,2.53,1.5430000000000001,0.0,0.0,2.73,1.652,2.8,1.6,0.0,0.0,0,0,0,273.444,241.4726,226.00099999999998,183.5541,5.492038,5.616137999999999,50.0,50.0,2.918814,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,1,0.0,208,1,0
2648829231,2.8,1.558,0.0,0.0,2.47,1.5,0.0,0.0,2.6,1.665,0.0,0.0,2.67,1.535,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,0.0,0.0,2.53,1.5,0.0,0.0,2.53,1.5,2.8,1.558,0.0,0.0,0,0,0,161.9477,207.6476,200.4783,206.5853,3.1623490000000003,4.151051,50.0,50.0,1.036216,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,1,0.0,209,1,0
2648829232,0.0,0.0,2.07,1.526,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,2.13,1.5430000000000001,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,2.07,1.526,2.2,1.6,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,2.27,1.692,0,0,0,174.9671,109.12100000000001,122.8378,60.01944,1.225727,1.473474,50.0,0.605999,0.605999,50.0,50.0,0,7,0,2,6,0,1,0,0,0,0,1,0.9348030999999999,210,0,1
2648829233,2.6,1.744,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.6,1.744,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,2.73,1.652,0.0,0.0,0,0,1,333.5485,165.3133,230.6191,73.47983,1.209506,1.386166,50.0,50.0,0.9237428,50.0,50.0,1,7,0,0,6,0,0,0,0,0,0,1,0.0,211,1,0
2648829234,3.0,1.8969999999999998,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,3.0,1.8969999999999998,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,3.0,1.8969999999999998,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,3.4,1.744,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,212,1,0
2648829235,0.0,0.0,2.67,1.66,0.0,0.0,2.8,1.6,0.0,0.0,2.87,1.6680000000000001,0.0,0.0,2.6,1.625,0.0,0.0,2.53,1.5859999999999999,2.33,1.535,0.0,0.0,2.33,1.535,0.0,0.0,0.0,0.0,2.4,1.625,0,0,0,239.6115,358.5289,356.9237,296.2033,2.076898,4.690815,50.0,50.0,1.570402,50.0,50.0,1,4,0,0,3,0,2,1,1,0,0,1,2.6067970000000003,213,0,1
2648829236,3.0,1.713,0.0,0.0,3.0,1.633,0.0,0.0,3.07,1.692,0.0,0.0,3.0,1.633,0.0,0.0,3.07,1.692,0.0,0.0,0.0,0.0,2.93,1.652,0.0,0.0,2.93,1.652,3.0,1.713,0.0,0.0,1,0,1,35.39795,346.0597,293.7205,229.1813,2.171871,4.189106,50.0,50.0,1.51264,50.0,50.0,0,4,0,0,3,0,0,1,0,0,0,1,0.0,214,1,0
2648829237,3.0,1.673,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,3.0,1.673,0.0,0.0,3.0,1.713,0.0,0.0,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,2.87,1.6680000000000001,3.07,1.7309999999999999,0.0,0.0,0,0,0,248.7358,176.6665,187.1397,229.4732,3.5740230000000004,4.128891,50.0,50.0,2.002332,4.040559,0.5162592,1,5,0,0,4,3,0,0,0,0,0,0,0.0,215,1,0
2648829238,2.73,1.879,0.0,0.0,2.2,1.72,0.0,0.0,2.47,1.821,0.0,0.0,2.47,1.821,0.0,0.0,2.2,1.72,0.0,0.0,0.0,0.0,2.13,1.6280000000000001,0.0,0.0,2.87,1.784,2.13,1.6280000000000001,0.0,0.0,1,1,1,0.0,127.0,247.0,7.0,0.8632483,0.8632485000000001,50.0,50.0,0.8632483,0.0,0.8632484,0,4,0,0,0,3,0,0,0,1,1,1,0.0,216,1,0
2648829239,2.4,1.625,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.27,1.482,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,2.33,1.535,2.47,1.6280000000000001,0.0,0.0,0,0,0,188.5494,32.76059,11.15344,27.549409999999998,2.793441,3.09815,2.620486,50.0,0.8744774,50.0,50.0,0,6,1,0,4,0,0,1,1,1,0,1,0.0,217,1,0
2648829240,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,2.53,1.5859999999999999,0.0,0.0,2.6,1.665,0.0,0.0,2.53,1.5859999999999999,0.0,0.0,2.47,1.6280000000000001,2.2,1.376,0.0,0.0,2.13,1.4080000000000001,0.0,0.0,0.0,0.0,2.4,1.541,0,0,0,189.8448,220.2068,258.5822,53.90303,1.299442,2.193759,50.0,0.6770257,0.6770257,4.619498,0.5409702,0,9,0,2,8,4,0,0,0,0,0,0,1.692014,218,0,1
2648829241,2.07,1.526,0.0,0.0,1.8,1.222,0.0,0.0,1.87,1.36,0.0,0.0,1.73,1.181,0.0,0.0,1.87,1.36,0.0,0.0,0.0,0.0,1.73,1.181,0.0,0.0,2.33,1.66,1.8,1.327,0.0,0.0,1,0,0,127.3668,9.909237,352.5074,350.5813,2.369255,3.126744,50.0,50.0,2.340815,2.7169790000000003,0.5594439,0,5,0,0,1,4,0,1,1,1,1,0,0.0,219,1,0
2648829242,3.2,1.72,0.0,0.0,2.87,1.6280000000000001,0.0,0.0,2.93,1.652,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.6,1.5830000000000002,0.0,0.0,0.0,0.0,2.33,1.535,0.0,0.0,2.73,1.7690000000000001,2.33,1.535,0.0,0.0,0,0,0,207.4392,292.99,34.01337,9.004944,1.8217720000000002,3.284412,50.0,1.8217720000000002,1.620666,3.897311,0.5103571,1,9,0,2,5,4,2,0,1,1,1,0,0.0,220,1,0
2648829243,0.0,0.0,2.4,1.665,0.0,0.0,2.2,1.47,0.0,0.0,2.47,1.6680000000000001,0.0,0.0,2.07,1.436,0.0,0.0,2.2,1.558,2.27,1.482,0.0,0.0,2.27,1.482,0.0,0.0,0.0,0.0,2.33,1.578,1,0,1,350.8575,222.0484,246.5429,289.4034,1.176834,1.407429,50.0,50.0,0.6872425,50.0,50.0,0,5,0,0,4,0,0,0,0,0,0,0,1.5300209999999999,221,0,1
2648829244,0.0,0.0,3.0,1.8259999999999998,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.87,1.893,0.0,0.0,2.93,1.879,0.0,0.0,2.87,1.893,2.87,1.893,0.0,0.0,2.87,1.893,0.0,0.0,0.0,0.0,3.07,1.8430000000000002,0,0,0,152.4902,1000.0,1000.0,284.493,50.0,50.0,50.0,50.0,3.6798269999999995,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,0,1.631047,222,0,1
2648829245,1.87,1.31,0.0,0.0,2.07,1.389,0.0,0.0,2.2,1.558,0.0,0.0,2.07,1.436,0.0,0.0,2.0,1.3659999999999999,0.0,0.0,0.0,0.0,1.87,1.31,0.0,0.0,2.73,1.806,1.87,1.31,0.0,0.0,1,1,1,0.0,79.0,169.0,349.0,0.6047323,0.6047323,3.169186,50.0,0.6047323,0.0,0.6047323,0,7,1,0,5,4,0,0,0,1,1,1,0.0,223,1,0
2648829246,0.0,0.0,2.6,1.625,0.0,0.0,2.53,1.454,0.0,0.0,2.6,1.541,0.0,0.0,2.53,1.5,0.0,0.0,2.53,1.5430000000000001,2.53,1.454,0.0,0.0,2.27,1.436,0.0,0.0,0.0,0.0,2.33,1.535,1,1,1,0.0,353.0,83.0,263.0,0.5057997999999999,0.5057997999999999,0.8655536,50.0,0.5057997999999999,0.0,0.5057997999999999,0,6,1,0,1,4,0,1,0,0,1,1,2.138789,224,0,1
2648829247,0.0,0.0,1.93,1.34,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,1.93,1.389,0.0,0.0,1.93,1.389,0.0,0.0,1.93,1.389,2.07,1.436,0.0,0.0,1.8,1.327,0.0,0.0,0.0,0.0,1.8,1.327,1,1,1,0.0,221.0,311.0,131.0,0.7316083999999999,0.7316083999999999,50.0,50.0,0.7316083999999999,0.0,0.7316083999999999,0,5,0,0,1,4,0,0,0,0,1,1,1.711623,225,0,1
2648829248,2.4,1.625,0.0,0.0,2.27,1.482,0.0,0.0,2.27,1.482,0.0,0.0,2.27,1.569,0.0,0.0,2.33,1.578,0.0,0.0,0.0,0.0,2.4,1.625,0.0,0.0,2.27,1.569,2.4,1.625,0.0,0.0,0,0,0,69.79419,209.5477,38.95747,317.7942,0.8293287,1.906696,50.0,0.7528636,0.7528636,50.0,50.0,1,8,0,1,7,0,0,0,1,0,0,1,0.0,226,1,0
2648829249,2.73,1.7690000000000001,0.0,0.0,2.67,1.7,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,2.67,1.7,0.0,0.0,2.67,1.7,0.0,0.0,0.0,0.0,2.8,1.72,0.0,0.0,2.73,1.692,2.87,1.784,0.0,0.0,0,1,1,323.8765,338.8985,39.79738,71.08237,1.546093,2.8260389999999997,50.0,50.0,0.6908196999999999,50.0,50.0,0,7,0,0,6,0,0,1,1,0,0,1,0.0,227,1,0
2648829250,0.0,0.0,2.4,1.625,0.0,0.0,2.33,1.535,0.0,0.0,2.4,1.625,0.0,0.0,2.33,1.535,0.0,0.0,2.4,1.625,2.13,1.36,0.0,0.0,2.0,1.317,0.0,0.0,0.0,0.0,2.47,1.5,1,0,0,45.60818,112.2661,79.43896,160.0166,1.7450430000000001,2.178729,50.0,5.871325,0.6024963000000001,50.0,50.0,0,9,0,2,8,0,0,0,0,0,0,1,1.313851,228,0,1
2648829251,0.0,0.0,2.8,1.72,0.0,0.0,2.8,1.72,0.0,0.0,2.8,1.72,0.0,0.0,2.8,1.72,0.0,0.0,2.8,1.72,2.8,1.72,0.0,0.0,2.8,1.72,0.0,0.0,0.0,0.0,2.8,1.72,0,0,0,231.2775,269.7212,10.4115,245.4198,1.8554599999999999,2.4138450000000002,1.153089,50.0,0.7910393,50.0,50.0,0,10,1,0,8,0,2,0,1,0,0,1,0.7127373,229,0,1
2648829252,0.0,0.0,2.8,1.6,0.0,0.0,2.73,1.611,0.0,0.0,2.67,1.619,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.6,1.5830000000000002,2.33,1.535,0.0,0.0,2.33,1.535,0.0,0.0,0.0,0.0,2.33,1.535,0,0,1,352.846,238.0772,1000.0,53.576809999999995,2.1184119999999997,50.0,3.6318980000000005,50.0,1.342382,50.0,50.0,0,4,1,0,2,0,0,0,0,0,0,1,2.236568,230,0,1
2648829253,4.2,1.376,0.0,0.0,3.33,1.7380000000000002,0.0,0.0,3.4,1.781,0.0,0.0,3.27,1.7690000000000001,0.0,0.0,3.33,1.814,0.0,0.0,0.0,0.0,3.27,1.7690000000000001,0.0,0.0,3.27,1.7690000000000001,3.53,1.7069999999999999,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,231,1,0
2648829255,4.4,1.02,0.0,0.0,3.53,1.5859999999999999,0.0,0.0,3.8,1.47,0.0,0.0,3.73,1.436,0.0,0.0,3.6,1.625,0.0,0.0,0.0,0.0,3.53,1.5859999999999999,0.0,0.0,3.53,1.5859999999999999,3.53,1.5859999999999999,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,2.095795,50.0,50.0,50.0,50.0,3.7322889999999997,50.0,50.0,0,2,0,0,1,0,1,0,0,1,0,1,0.0,233,1,0
2648829256,0.0,0.0,2.47,1.7069999999999999,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.47,1.6280000000000001,2.73,1.692,0.0,0.0,2.4,1.625,0.0,0.0,0.0,0.0,2.4,1.625,1,1,1,0.0,318.0,48.0,228.0,0.8667579,0.8667579,50.0,50.0,0.8667579,0.0,0.8667579,0,6,0,0,5,4,0,0,0,0,1,1,0.5047573000000001,234,0,1
